	1	7	2521.6	0	0.03426	0	0	0	0.043	0
	1	8	2728.6	142.3	0.03514	0	0	0	0.078	0
	1	9	464.1	168.1	0.00402	0	0	0	0.082	0.003
	1	10	423.4	74.6	0.00474	0	0	0	0.087	0.011
	1	11	2092.3	54.5	0.02769	0	0	0	0.114	0.011
	1	12	2115.6	57.2	0.02797	0	0	0	0.142	0.011
	1	13	1069.3	57.9	0.01374	0	0	0	0.156	0.011
	1	14	833.7	56	0.01057	0	0	0	0.167	0.026
	1	15	1495.1	46	0.01969	0	0	0	0.186	0.026
	1	16	1306.6	50.1	0.01707	0	0	0	0.203	0.028
	1	17	1554.9	40.6	0.02057	0	0	0	0.224	0.028
	1	18	1494.3	47.1	0.01966	0	0	0	0.244	0.028
	1	19	1016.3	49.9	0.01313	0	0	0	0.257	0.028
	1	20	601.4	51.3	0.00747	0	0	0	0.264	0.028
	1	21	524.7	47.4	0.00648	0	0	0	0.271	0.028
	1	22	456.1	55.7	0.00544	0	0	0	0.276	0.028
	1	23	301.8	60.9	0.00327	0	0	0	0.279	0.028
	1	24	564	52.6	0.00695	0	0	0	0.286	0.028
	1	25	1523.3	61.7	0.01986	0	0	0	0.306	0.028
	1	26	1678.3	67.4	0.02189	0	0	0	0.328	0.028
	1	27	1252.2	68.7	0.01608	0	0	0	0.344	0.028
	1	28	253.9	60.4	0.00263	0	0	0	0.347	0.029
	1	29	86.6	46.9	0.00054	0	0	0	0.347	0.04
	1	30	537.6	44.9	0.0067	0	0	0	0.354	0.04
	1	31	637.6	45.6	0.00804	0	0	0	0.362	0.04
	2	1	699.6	50.5	0.00882	0	0	0	0.371	0.04
	2	2	576.7	48.8	0.00717	0	0	0	0.378	0.04
	2	3	1004.1	47.8	0.01299	0	0	0	0.391	0.04
	2	4	982.6	54.9	0.01261	0	0	0	0.404	0.04
	2	5	826.2	55.6	0.01047	0	0	0	0.414	0.04
	2	6	912.6	50.1	0.01172	0	0	0	0.426	0.04
	2	7	806.8	56.6	0.01019	0	0	0	0.436	0.04
	2	8	476.9	58.1	0.00569	0	0	0	0.442	0.041
	2	9	264.7	47.3	0.00295	0	0	0	0.445	0.052
	2	10	199.3	45.2	0.00209	0	0	0	0.447	0.056
	2	11	170.1	44.6	0.00171	0	0	0	0.448	0.058
