 11  16   1140.1    199.2 0.01278 0.00000 0.00000 0.00000 0.026 0.000
 11  17   1420.7    213.0 0.01641 0.00000 0.00000 0.00000 0.042 0.000
 11  18   1341.6    224.2 0.01518 0.00000 0.00000 0.00000 0.058 0.000
 11  19   -634.9    335.1 -.01318 -.00263 0.00000 0.00000 0.042 0.000
 11  20   -184.4    468.5 -.00887 -.00152 0.00000 0.00000 0.031 0.000
 11  21     97.9    305.1 -.00282 0.00000 0.00000 0.00000 0.029 0.000
 11  22  -2059.5    375.8 -.03309 0.00000 0.00000 0.00000 0.000 0.000
 11  23   1472.4      0.0 0.02001 0.00000 0.00000 0.00000 0.020 0.000
 11  24   1917.2    404.6 0.02055 0.00000 0.00000 0.00000 0.041 0.000
 11  25   1480.7    406.8 0.01459 0.00000 0.00000 0.00000 0.055 0.000
 11  26    895.7    279.2 0.00838 0.00000 0.00000 0.00000 0.064 0.000
 11  27    446.1    260.6 0.00252 0.00000 0.00000 0.00000 0.066 0.000
 11  28    702.1    327.6 0.00509 0.00000 0.00000 0.00000 0.071 0.005
 11  29    439.9    144.8 0.00401 0.00000 0.00000 0.00000 0.075 0.005
 11  30    305.9    133.8 0.00234 0.00000 0.00000 0.00000 0.077 0.005
 12   1   3347.2    147.8 0.04347 0.00000 0.00000 0.00000 0.121 0.005
 12   2   2816.6    128.4 0.03652 0.00000 0.00000 0.00000 0.157 0.005
 12   3   1461.1    154.1 0.01776 0.00000 0.00000 0.00000 0.175 0.013
 12   4    604.6    101.1 0.00684 0.00000 0.00000 0.00000 0.182 0.013
 12   5     30.9     96.4 -.00089 0.00000 0.00000 0.00000 0.181 0.018
 12   6    -85.8     86.8 -.00235 -.00025 0.00000 0.00000 0.179 0.014
 12   7    377.3     96.2 0.00382 0.00000 0.00000 0.00000 0.182 0.017
 12   8   1284.7     86.7 0.01628 0.00000 0.00000 0.00000 0.199 0.018
 12   9   1369.6     93.2 0.01734 0.00000 0.00000 0.00000 0.216 0.018
 12  10   2045.4     86.3 0.02662 0.00000 0.00000 0.00000 0.243 0.019
