  SIMULATION    T     INPUT FILE OPENED:PGAAUGU85.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU86.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU87.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU88.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU89.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU90.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU91.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU92.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU93.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU94.TEP   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU95.TEP   
