 Output time series of simulated temperature  at  5 depths, mixed layer depth over Hmax
 The depths (m) are    1.0   10.0   20.0   30.0   48.0
 106    106  2007    4.23    4.23    4.23    4.23    4.23    1.00   12.34
 107    107  2007    4.48    4.48    4.48    4.48    4.48    1.00   12.26
 108    108  2007    4.67    4.67    4.67    4.67    4.67    1.00   12.20
 109    109  2007    4.87    4.87    4.87    4.87    4.87    1.00   12.14
 110    110  2007    5.12    5.12    5.12    5.12    4.87    0.92   12.06
 111    111  2007    5.26    5.26    5.26    5.26    4.91    0.88   12.02
 112    112  2007    5.72    5.72    5.26    5.26    4.94    0.25   11.88
 113    113  2007    6.00    6.00    5.27    5.26    4.98    0.37   11.79
 114    114  2007    6.73    6.04    5.36    5.26    5.00    0.12   11.58
 115    115  2007    7.28    6.09    5.43    5.26    5.03    0.12   11.42
 116    116  2007    7.68    6.17    5.48    5.26    5.04    0.12   11.31
 117    117  2007    8.39    6.25    5.52    5.26    5.06    0.09   11.11
 118    118  2007    9.03    6.34    5.55    5.27    5.07    0.12   10.94
 119    119  2007    8.15    8.15    5.57    5.27    5.09    0.31   11.18
 120    120  2007    8.75    8.17    5.62    5.27    5.10    0.16   11.02
 121    121  2007    8.77    8.77    5.67    5.28    5.11    0.25   11.01
 122    122  2007    8.81    8.81    5.74    5.28    5.11    0.25   11.00
 123    123  2007    9.00    9.00    5.80    5.29    5.12    0.31   10.95
 124    124  2007    9.08    9.08    5.87    5.29    5.13    0.31   10.93
 125    125  2007    9.03    9.03    5.94    5.30    5.13    0.31   10.95
 126    126  2007    9.23    9.23    6.02    5.31    5.14    0.31   10.89
 127    127  2007    9.41    9.41    6.11    5.32    5.14    0.31   10.85
 128    128  2007   11.11    9.43    6.19    5.33    5.15    0.06   10.42
 129    129  2007   12.92    9.46    6.27    5.34    5.15    0.05   10.00
 130    130  2007   13.98    9.49    6.35    5.35    5.15    0.08    9.77
 131    131  2007   12.66    9.53    6.42    5.37    5.16    0.12   10.06
 132    132  2007   12.49    9.57    6.49    5.38    5.16    0.12   10.10
 133    133  2007   12.19    9.63    6.56    5.40    5.16    0.16   10.17
 134    134  2007   12.65    9.83    6.62    5.41    5.16    0.16   10.06
 135    135  2007   12.75   10.01    6.68    5.43    5.17    0.16   10.04
 136    136  2007   12.49   10.17    6.73    5.45    5.17    0.16   10.10
 137    137  2007   13.05   10.29    6.78    5.47    5.17    0.09    9.97
 138    138  2007   12.91   11.46    6.83    5.49    5.17    0.20   10.00
 139    139  2007   12.91   11.59    6.88    5.51    5.17    0.20   10.00
 140    140  2007   10.99   10.99    6.92    5.53    5.18    0.31   10.45
 141    141  2007   10.85   10.85    6.96    5.55    5.18    0.31   10.48
 142    142  2007   11.31   11.31    7.01    5.57    5.18    0.25   10.37
 143    143  2007   12.02   11.67    7.07    5.60    5.19    0.20   10.21
 144    144  2007   12.31   11.85    7.13    5.62    5.19    0.20   10.14
 145    145  2007   12.29   12.29    7.19    5.64    5.19    0.25   10.14
 146    146  2007   12.31   12.31    7.25    5.67    5.19    0.25   10.14
 147    147  2007   11.91   11.91    7.30    5.69    5.20    0.31   10.23
 148    148  2007   12.21   11.92    7.35    5.71    5.20    0.16   10.16
 149    149  2007   13.04   11.96    7.41    5.74    5.20    0.16    9.97
 150    150  2007   14.59   12.07    7.48    5.76    5.21    0.09    9.64
 151    151  2007   16.03   12.14    7.54    5.79    5.21    0.06    9.34
 152    152  2007   17.58   12.19    7.60    5.81    5.22    0.05    9.05
 153    153  2007   16.38   12.23    7.66    5.84    5.22    0.09    9.28
 154    154  2007   16.42   12.26    7.72    5.86    5.23    0.08    9.27
 155    155  2007   16.80   12.30    7.78    5.89    5.23    0.09    9.19
 156    156  2007   16.60   12.34    7.84    5.91    5.24    0.09    9.23
 157    157  2007   16.01   12.38    7.90    5.94    5.24    0.09    9.35
 158    158  2007   16.06   12.42    7.95    5.96    5.25    0.12    9.34
 159    159  2007   15.18   13.77    8.00    5.99    5.26    0.20    9.52
 160    160  2007   15.56   14.09    8.05    6.01    5.26    0.20    9.44
 161    161  2007   17.63   14.05    8.10    6.04    5.27    0.04    9.04
 162    162  2007   17.67   14.02    8.15    6.06    5.28    0.08    9.03
 163    163  2007   18.83   14.00    8.19    6.09    5.29    0.08    8.82
 164    164  2007   20.18   13.99    8.23    6.12    5.29    0.06    8.58
 165    165  2007   21.00   14.00    8.27    6.14    5.30    0.06    8.44
 166    166  2007   21.09   14.00    8.31    6.17    5.31    0.08    8.43
 167    167  2007   22.09   14.01    8.35    6.20    5.32    0.05    8.27
 168    168  2007   21.03   14.02    8.39    6.22    5.33    0.08    8.44
 169    169  2007   20.48   14.03    8.42    6.25    5.34    0.09    8.53
 170    170  2007   17.69   15.62    8.46    6.28    5.35    0.20    9.03
 171    171  2007   18.26   15.56    8.50    6.30    5.36    0.16    8.92
 172    172  2007   19.08   15.56    8.53    6.33    5.37    0.06    8.77
 173    173  2007   19.07   15.54    8.57    6.35    5.38    0.12    8.78
 174    174  2007   19.34   15.52    8.60    6.38    5.39    0.12    8.73
 175    175  2007   20.56   15.52    8.63    6.41    5.41    0.12    8.52
 176    176  2007   21.53   15.53    8.67    6.43    5.42    0.09    8.36
 177    177  2007   22.44   15.54    8.70    6.46    5.43    0.09    8.21
 178    178  2007   21.25   15.55    8.73    6.48    5.44    0.12    8.41
 179    179  2007   20.43   15.57    8.77    6.51    5.45    0.12    8.54
 180    180  2007   20.67   15.61    8.80    6.54    5.47    0.09    8.50
 181    181  2007   20.40   15.65    8.83    6.56    5.48    0.12    8.55
 182    182  2007   19.59   15.69    8.87    6.59    5.49    0.16    8.68
 183    183  2007   18.90   15.78    8.90    6.61    5.51    0.16    8.81
 184    184  2007   20.26   15.84    8.93    6.64    5.52    0.02    8.57
 185    185  2007   21.78   15.86    8.97    6.66    5.54    0.05    8.32
 186    186  2007   21.34   15.88    9.00    6.69    5.55    0.08    8.39
 187    187  2007   21.93   15.90    9.03    6.71    5.57    0.08    8.30
 188    188  2007   22.95   15.92    9.07    6.74    5.58    0.08    8.13
 189    189  2007   24.01   15.94    9.10    6.76    5.60    0.08    7.97
 190    190  2007   23.81   15.97    9.13    6.79    5.61    0.08    8.00
 191    191  2007   21.77   15.98    9.17    6.81    5.63    0.12    8.32
 192    192  2007   20.33   16.01    9.20    6.84    5.65    0.16    8.56
 193    193  2007   19.63   16.14    9.24    6.86    5.66    0.16    8.68
 194    194  2007   19.43   16.23    9.27    6.88    5.68    0.16    8.71
 195    195  2007   19.45   16.29    9.30    6.91    5.69    0.16    8.71
 196    196  2007   19.87   16.36    9.34    6.93    5.71    0.09    8.64
 197    197  2007   20.81   16.38    9.37    6.96    5.73    0.05    8.48
 198    198  2007   21.70   16.41    9.41    6.98    5.75    0.05    8.33
 199    199  2007   22.61   16.43    9.44    7.01    5.76    0.05    8.19
 200    200  2007   21.92   16.45    9.47    7.03    5.78    0.09    8.30
 201    201  2007   21.73   16.48    9.51    7.05    5.80    0.09    8.33
 202    202  2007   21.74   16.51    9.54    7.08    5.82    0.09    8.33
 203    203  2007   20.96   16.52    9.58    7.10    5.83    0.12    8.45
 204    204  2007   22.44   16.55    9.61    7.12    5.85    0.05    8.21
 205    205  2007   24.28   16.59    9.64    7.15    5.87    0.05    7.93
 206    206  2007   25.76   16.62    9.68    7.17    5.89    0.05    7.72
 207    207  2007   25.85   16.65    9.71    7.19    5.91    0.05    7.71
 208    208  2007   25.35   16.69    9.75    7.22    5.93    0.05    7.78
 209    209  2007   25.26   16.73    9.78    7.24    5.94    0.05    7.79
 210    210  2007   24.91   16.77    9.82    7.26    5.96    0.08    7.84
 211    211  2007   25.09   16.81    9.85    7.29    5.98    0.08    7.82
 212    212  2007   25.63   16.85    9.88    7.31    6.00    0.08    7.74
 213    213  2007   25.25   16.89    9.92    7.33    6.02    0.09    7.79
 214    214  2007   24.03   16.94    9.95    7.36    6.04    0.12    7.97
 215    215  2007   23.68   16.99    9.99    7.38    6.06    0.12    8.02
 216    216  2007   23.45   17.04   10.02    7.40    6.08    0.12    8.06
 217    217  2007   22.74   17.08   10.05    7.43    6.10    0.12    8.17
 218    218  2007   22.96   17.15   10.09    7.45    6.12    0.12    8.13
 219    219  2007   22.68   17.21   10.12    7.47    6.14    0.12    8.18
 220    220  2007   22.84   17.27   10.15    7.50    6.16    0.12    8.15
 221    221  2007   22.47   17.32   10.19    7.52    6.18    0.12    8.21
 222    222  2007   23.74   17.39   10.22    7.54    6.20    0.03    8.01
 223    223  2007   23.64   17.44   10.25    7.56    6.22    0.09    8.03
 224    224  2007   23.47   17.50   10.29    7.59    6.24    0.09    8.05
 225    225  2007   23.04   17.55   10.32    7.61    6.26    0.12    8.12
 226    226  2007   23.06   17.60   10.35    7.63    6.28    0.12    8.12
 227    227  2007   23.09   17.66   10.39    7.66    6.30    0.12    8.11
 228    228  2007   22.51   17.71   10.42    7.68    6.32    0.12    8.20
 229    229  2007   21.82   17.77   10.45    7.70    6.34    0.16    8.31
 230    230  2007   21.12   17.88   10.49    7.73    6.36    0.16    8.43
 231    231  2007   19.87   18.29   10.52    7.75    6.38    0.20    8.64
 232    232  2007   19.12   17.95   10.55    7.77    6.40    0.20    8.77
 233    233  2007   19.06   17.97   10.58    7.79    6.42    0.20    8.78
 234    234  2007   20.12   17.91   10.61    7.82    6.44    0.06    8.59
 235    235  2007   20.76   17.85   10.65    7.84    6.46    0.06    8.49
 236    236  2007   20.40   17.81   10.68    7.86    6.48    0.08    8.55
 237    237  2007   20.24   17.78   10.71    7.88    6.50    0.09    8.57
 238    238  2007   20.02   17.75   10.74    7.91    6.52    0.12    8.61
 239    239  2007   20.50   17.73   10.78    7.93    6.54    0.12    8.53
 240    240  2007   20.57   17.71   10.81    7.95    6.56    0.12    8.52
 241    241  2007   20.25   17.71   10.84    7.98    6.58    0.12    8.57
 242    242  2007   20.22   17.72   10.87    8.00    6.60    0.12    8.58
 243    243  2007   19.73   17.72   10.91    8.02    6.62    0.16    8.66
 244    244  2007   19.82   17.75   10.94    8.04    6.64    0.16    8.64
 245    245  2007   20.20   17.79   10.97    8.07    6.66    0.16    8.58
 246    246  2007   20.11   17.85   11.00    8.09    6.68    0.16    8.59
 247    247  2007   19.25   18.15   11.04    8.11    6.70    0.20    8.74
 248    248  2007   19.35   18.26   11.07    8.14    6.72    0.20    8.73
 249    249  2007   20.02   18.20   11.10    8.16    6.75    0.16    8.61
 250    250  2007   19.94   18.19   11.13    8.18    6.77    0.16    8.62
 251    251  2007   19.44   18.18   11.17    8.20    6.79    0.16    8.71
 252    252  2007   18.86   18.06   11.20    8.23    6.81    0.20    8.81
 253    253  2007   18.71   18.00   11.23    8.25    6.83    0.20    8.84
 254    254  2007   17.52   17.52   11.26    8.27    6.85    0.25    9.06
 255    255  2007   16.96   16.96   11.30    8.29    6.87    0.25    9.16
 256    256  2007   16.51   16.51   11.33    8.32    6.89    0.25    9.25
 257    257  2007   15.50   15.50   11.36    8.34    6.91    0.31    9.45
 258    258  2007   15.13   15.13   11.40    8.36    6.93    0.31    9.53
 259    259  2007   15.10   15.10   11.44    8.38    6.95    0.31    9.53
 260    260  2007   15.06   15.06   11.48    8.41    6.97    0.31    9.54
 261    261  2007   15.80   15.07   11.53    8.43    6.99    0.09    9.39
 262    262  2007   15.32   15.32   11.57    8.45    7.01    0.25    9.49
 263    263  2007   14.92   14.92   11.61    8.48    7.03    0.25    9.57
 264    264  2007   15.09   15.09   11.65    8.50    7.06    0.31    9.54
 265    265  2007   15.06   15.06   11.69    8.52    7.08    0.31    9.54
 266    266  2007   15.46   15.28   11.73    8.54    7.10    0.20    9.46
 267    267  2007   16.08   15.65   11.77    8.57    7.12    0.20    9.33
 268    268  2007   15.84   15.56   11.80    8.59    7.14    0.20    9.38
 269    269  2007   15.55   15.42   11.84    8.61    7.16    0.20    9.44
 270    270  2007   15.51   15.40   11.87    8.63    7.18    0.20    9.45
 271    271  2007   15.45   15.37   11.90    8.66    7.20    0.20    9.46
