  1   2   1813.2      0.0 0.02464 0.00000 0.00000 0.00000 0.049 0.000
  1   3    537.4    507.9 0.00040 0.00000 0.00000 0.00000 0.099 0.013
  1   4   3194.0    233.7 0.04022 0.00000 0.00000 0.00000 0.139 0.013
  1   5   2537.4    240.0 0.03122 0.00000 0.00000 0.00000 0.170 0.013
  1   6   1566.8    256.7 0.01780 0.00000 0.00000 0.00000 0.188 0.013
  1   7   1787.5    273.5 0.02057 0.00000 0.00000 0.00000 0.208 0.013
  1   8   2029.6    258.6 0.02406 0.00000 0.00000 0.00000 0.232 0.013
  1   9   2345.7    286.8 0.02797 0.00000 0.00000 0.00000 0.260 0.013
  1  10   1634.7    307.8 0.01803 0.00000 0.00000 0.00000 0.278 0.013
  1  11   1401.1    280.8 0.01522 0.00000 0.00000 0.00000 0.294 0.013
  1  12   1065.9    305.4 0.01033 0.00000 0.00000 0.00000 0.304 0.013
  1  13    434.1    323.4 0.00150 0.00000 0.00000 0.00000 0.306 0.013
  1  14    115.0    309.1 -.00264 0.00000 0.00000 0.00000 0.303 0.013
  1  15   -163.3    335.3 -.00677 -.00108 0.00000 0.00000 0.295 0.005
  1  16   -361.7    344.9 -.00960 -.01107 0.00000 0.00000 0.274 0.000
  1  17   -280.3    674.2 -.01297 -.00264 0.00000 0.00000 0.259 0.000
  1  18   -174.8    514.9 -.00937 -.00455 0.00000 0.00000 0.245 0.000
  1  19   1024.8    640.6 0.00522 0.00000 0.00000 0.00000 0.250 0.000
  1  20    878.9    653.1 0.00307 0.00000 0.00000 0.00000 0.253 0.000
  1  21    296.7    577.1 -.00381 0.00000 0.00000 0.00000 0.249 0.000
  1  22    168.0    561.3 -.00534 0.00000 0.00000 0.00000 0.244 0.031
  1  23    663.4    385.4 0.00378 0.00000 0.00000 0.00000 0.248 0.031
  1  24    281.7    351.9 -.00095 0.00000 0.00000 0.00000 0.247 0.031
  1  25    -44.1    350.8 -.00537 -.00098 0.00000 0.00000 0.240 0.016
  1  26    -98.5    393.6 -.00669 -.01289 0.00000 0.00000 0.221 0.000
  1  27     76.5    872.4 -.01081 0.00000 0.00000 0.00000 0.210 0.000
  1  28   1477.1    643.5 0.01133 0.00000 0.00000 0.00000 0.221 0.000
  1  29   1236.4    839.9 0.00539 0.00000 0.00000 0.00000 0.227 0.000
  1  30    710.4    820.0 -.00149 0.00000 0.00000 0.00000 0.225 0.000
  1  31    175.6    818.0 -.00873 0.00000 0.00000 0.00000 0.217 0.000
  2   1    -98.1    645.2 -.01010 -.00353 -.00006 0.00000 0.203 0.000
  2   2    381.8    770.2 -.00528 0.00000 0.00000 0.00000 0.198 0.000
  2   3    272.6    693.6 -.00572 0.00000 0.00000 0.00000 0.192 0.000
  2   4     81.0    910.0 -.01126 0.00000 0.00000 0.00000 0.181 0.000
