 FldDO SimDO  DEPTH Ice? MONTH DAY YEAR Tot_Fld_data data_srl Zmix
  12.06   10.69    0.00     0    5    20  2008     1   38.00
  12.16   10.69    1.00     0    5    20  2008     2   38.00
  12.14   10.69    2.00     0    5    20  2008     3   38.00
  12.16   10.69    3.00     0    5    20  2008     4   38.00
  12.14   10.69    4.00     0    5    20  2008     5   38.00
  12.12   10.69    5.00     0    5    20  2008     6   38.00
  12.10   10.69    6.00     0    5    20  2008     7   38.00
  12.06   10.69    7.00     0    5    20  2008     8   38.00
  12.07   10.69    8.00     0    5    20  2008     9   38.00
  12.08   10.69    9.00     0    5    20  2008    10   38.00
  12.06   10.69   10.00     0    5    20  2008    11   38.00
  12.03   10.69   12.00     0    5    20  2008    12   38.00
  11.94   10.69   14.00     0    5    20  2008    13   38.00
  11.92   10.69   16.00     0    5    20  2008    14   38.00
  11.82   10.69   18.00     0    5    20  2008    15   38.00
  11.85   10.69   19.00     0    5    20  2008    16   38.00
  11.60   10.69   21.00     0    5    20  2008    17   38.00
  11.39   10.69   22.00     0    5    20  2008    18   38.00
  11.36   10.69   23.00     0    5    20  2008    19   38.00
  11.32   10.69   24.00     0    5    20  2008    20   38.00
  11.31   10.69   24.20     0    5    20  2008    21   38.00
  12.06   10.85    0.00     0    5    21  2008     1   21.50
  12.07   10.85    1.00     0    5    21  2008     2   21.50
  12.08   10.85    2.00     0    5    21  2008     3   21.50
  12.08   10.85    3.00     0    5    21  2008     4   21.50
  12.05   10.85    4.00     0    5    21  2008     5   21.50
  12.06   10.85    5.00     0    5    21  2008     6   21.50
  11.99   10.85    6.00     0    5    21  2008     7   21.50
  11.95   10.85    7.00     0    5    21  2008     8   21.50
  11.84   10.85    8.00     0    5    21  2008     9   21.50
  11.79   10.85    9.00     0    5    21  2008    10   21.50
  11.83   10.85   10.00     0    5    21  2008    11   21.50
  11.63   10.85   12.00     0    5    21  2008    12   21.50
  11.28   10.85   14.00     0    5    21  2008    13   21.50
  11.05   10.85   16.00     0    5    21  2008    14   21.50
  10.91   10.85   18.00     0    5    21  2008    15   21.50
