  288      0.000      0.000      0.000
  289      0.000      0.000      0.000
  290      0.000      0.000      0.000
  291      0.000      0.000      0.000
  292      0.000      0.000      0.000
  293      0.000      0.000      0.000
  294      0.000      0.000      0.000
  295      0.000      0.000      0.000
  296      0.000      0.000      0.000
  297      0.000      0.000      0.000
  298      0.000      0.000      0.000
  299      0.000      0.000      0.000
  300      0.000      0.000      0.000
  301      0.000      0.000      0.000
  302      0.000      0.000      0.000
  303      0.000      0.000      0.000
  304      0.000      0.000      0.000
  305      0.000      0.000      0.000
  306      0.000      0.000      0.000
  307      0.000      0.000      0.000
  308      0.000      0.000      0.000
  309      0.000      0.000      0.000
  310      0.000      0.000      0.000
  311      0.000      0.000      0.000
  312      0.000      0.000      0.000
  313      0.000      0.000      0.000
  314      0.000      0.000      0.013
  315      0.000      0.000      0.000
  316      0.000      0.000      0.000
  317      0.000      0.000      0.000
  318      0.000      0.000      0.002
  319      0.000      0.000      0.000
  320      0.013      0.000      0.000
  321      0.026      0.000      0.000
  322      0.042      0.000      0.000
  323      0.058      0.000      0.000
  324      0.042      0.000      0.000
  325      0.031      0.000      0.000
  326      0.029      0.000      0.000
  327      0.000      0.000      0.000
  328      0.020      0.000      0.002
  329      0.041      0.000      0.000
  330      0.055      0.000      0.000
  331      0.064      0.000      0.000
  332      0.066      0.000      0.000
  333      0.071      0.005      0.015
  334      0.075      0.005      0.000
  335      0.077      0.005      0.000
  336      0.121      0.005      0.000
  337      0.157      0.005      0.000
  338      0.175      0.013      0.028
  339      0.182      0.013      0.000
  340      0.181      0.018      0.018
  341      0.179      0.014      0.000
  342      0.182      0.017      0.010
  343      0.199      0.018      0.002
  344      0.216      0.018      0.002
  345      0.243      0.019      0.002
  346      0.263      0.019      0.000
  347      0.272      0.019      0.000
  348      0.288      0.019      0.000
  349      0.304      0.019      0.000
  350      0.312      0.019      0.000
  351      0.320      0.019      0.000
  352      0.323      0.026      0.023
  353      0.340      0.027      0.002
  354      0.363      0.027      0.000
  355      0.383      0.027      0.000
  356      0.395      0.031      0.015
  357      0.400      0.041      0.031
  358      0.408      0.042      0.005
  359      0.425      0.042      0.000
  360      0.438      0.045      0.010
  361      0.448      0.045      0.000
  362      0.452      0.045      0.000
  363      0.453      0.045      0.000
  364      0.458      0.045      0.000
  365      0.459      0.048      0.010
  366      0.460      0.048      0.000
  367      0.466      0.048      0.000
  368      0.479      0.050      0.008
  369      0.496      0.050      0.000
  370      0.510      0.050      0.000
  371      0.517      0.050      0.000
  372      0.524      0.051      0.002
  373      0.536      0.051      0.000
  374      0.546      0.052      0.002
  375      0.557      0.052      0.000
  376      0.568      0.052      0.000
  377      0.577      0.052      0.000
  378      0.581      0.052      0.000
  379      0.585      0.053      0.002
  380      0.589      0.053      0.002
  381      0.597      0.053      0.000
  382      0.605      0.053      0.000
  383      0.607      0.053      0.000
  384      0.607      0.053      0.000
  385      0.607      0.053      0.000
  386      0.609      0.053      0.000
  387      0.609      0.053      0.000
  388      0.609      0.053      0.000
  389      0.609      0.053      0.000
  390      0.609      0.053      0.000
  391      0.606      0.033      0.000
  392      0.609      0.034      0.002
  393      0.616      0.034      0.000
  394      0.624      0.034      0.000
  395      0.632      0.034      0.000
  396      0.639      0.034      0.000
  397      0.641      0.052      0.061
  398      0.647      0.060      0.025
  399      0.659      0.060      0.000
  400      0.669      0.060      0.000
  401      0.678      0.060      0.000
  402      0.684      0.061      0.005
  403      0.687      0.064      0.010
  404      0.689      0.079      0.048
  405      0.694      0.080      0.002
  406      0.702      0.080      0.000
  407      0.712      0.082      0.008
  408      0.723      0.082      0.000
  409      0.730      0.082      0.000
  410      0.735      0.082      0.000
  411      0.738      0.082      0.000
  412      0.735      0.051      0.000
  413      0.728      0.008      0.000
  414      0.704      0.000      0.000
  415      0.683      0.000      0.000
  416      0.671      0.000      0.000
  417      0.669      0.000      0.000
  418      0.660      0.000      0.000
  419      0.647      0.000      0.000
  420      0.645      0.005      0.015
  421      0.645      0.005      0.000
  422      0.648      0.005      0.000
  423      0.652      0.005      0.000
  424      0.653      0.032      0.091
  425      0.654      0.032      0.000
  426      0.656      0.032      0.000
  427      0.652      0.032      0.000
  428      0.653      0.035      0.010
  429      0.654      0.035      0.000
  430      0.658      0.036      0.002
  431      0.662      0.036      0.000
  432      0.663      0.036      0.000
  433      0.662      0.036      0.000
  434      0.660      0.036      0.000
  435      0.660      0.036      0.000
  436      0.651      0.001      0.000
  437      0.613      0.000      0.000
  438      0.610      0.000      0.000
  439      0.586      0.000      0.000
  440      0.564      0.000      0.000
  441      0.538      0.000      0.000
  442      0.535      0.000      0.000
  443      0.534      0.000      0.000
  444      0.534      0.000      0.000
  445      0.533      0.000      0.000
  446      0.528      0.000      0.000
  447      0.502      0.000      0.000
  448      0.472      0.000      0.000
  449      0.439      0.000      0.000
  450      0.415      0.000      0.000
  451      0.395      0.000      0.000
  452      0.373      0.000      0.000
  453      0.343      0.000      0.000
  454      0.322      0.000      0.000
  455      0.305      0.000      0.000
  456      0.287      0.000      0.000
  457      0.260      0.000      0.000
  458      0.229      0.000      0.000
  459      0.204      0.000      0.000
  460      0.199      0.009      0.031
  461      0.196      0.009      0.000
  462      0.155      0.000      0.000
  463      0.106      0.000      0.000
  464      0.064      0.000      0.000
  465      0.003      0.000      0.000
  466      0.000      0.000      0.000
  467      0.000      0.000      0.000
  468      0.000      0.000      0.000
  469      0.000      0.000      0.000
  470      0.012      0.000      0.000
  471      0.000      0.000      0.000
  472      0.000      0.000      0.000
  473      0.000      0.000      0.000
  474      0.000      0.000      0.000
  475      0.000      0.000      0.000
  476      0.009      0.000      0.000
  477      0.001      0.000      0.091
  478      0.000      0.000      0.000
  479      0.000      0.000      0.000
  480      0.000      0.000      0.000
  481      0.000      0.000      0.000
  482      0.000      0.000      0.000
  483      0.000      0.000      0.000
  484      0.000      0.000      0.000
  485      0.000      0.000      0.000
  486      0.000      0.000      0.000
  487      0.000      0.000      0.000
  488      0.000      0.000      0.000
  489      0.000      0.000      0.000
  490      0.000      0.000      0.000
  491      0.000      0.000      0.000
  492      0.000      0.000      0.000
  493      0.000      0.000      0.000
  494      0.000      0.000      0.000
  495      0.000      0.000      0.000
  496      0.000      0.000      0.000
  497      0.000      0.000      0.000
  498      0.000      0.000      0.000
  499      0.000      0.000      0.000
  500      0.000      0.000      0.000
  501      0.000      0.000      0.000
  502      0.000      0.000      0.000
  503      0.000      0.000      0.000
  504      0.000      0.000      0.000
  505      0.000      0.000      0.000
  506      0.000      0.000      0.000
  507      0.000      0.000      0.000
  508      0.000      0.000      0.000
  509      0.000      0.000      0.000
  510      0.000      0.000      0.000
  511      0.000      0.000      0.000
  512      0.000      0.000      0.000
  513      0.000      0.000      0.000
  514      0.000      0.000      0.000
  515      0.000      0.000      0.000
  516      0.000      0.000      0.000
  517      0.000      0.000      0.000
  518      0.000      0.000      0.000
  519      0.000      0.000      0.000
  520      0.000      0.000      0.000
  521      0.000      0.000      0.000
  522      0.000      0.000      0.000
  523      0.000      0.000      0.000
  524      0.000      0.000      0.000
  525      0.000      0.000      0.000
  526      0.000      0.000      0.000
  527      0.000      0.000      0.000
  528      0.000      0.000      0.000
  529      0.000      0.000      0.000
  530      0.000      0.000      0.000
  531      0.000      0.000      0.000
  532      0.000      0.000      0.000
  533      0.000      0.000      0.000
  534      0.000      0.000      0.000
  535      0.000      0.000      0.000
  536      0.000      0.000      0.000
  537      0.000      0.000      0.000
  538      0.000      0.000      0.000
  539      0.000      0.000      0.000
  540      0.000      0.000      0.000
  541      0.000      0.000      0.000
  542      0.000      0.000      0.000
  543      0.000      0.000      0.000
  544      0.000      0.000      0.000
  545      0.000      0.000      0.000
  546      0.000      0.000      0.000
  547      0.000      0.000      0.000
  548      0.000      0.000      0.000
  549      0.000      0.000      0.000
  550      0.000      0.000      0.000
  551      0.000      0.000      0.000
  552      0.000      0.000      0.000
  553      0.000      0.000      0.000
  554      0.000      0.000      0.000
  555      0.000      0.000      0.000
  556      0.000      0.000      0.000
  557      0.000      0.000      0.000
  558      0.000      0.000      0.000
  559      0.000      0.000      0.000
  560      0.000      0.000      0.000
  561      0.000      0.000      0.000
  562      0.000      0.000      0.000
  563      0.000      0.000      0.000
  564      0.000      0.000      0.000
  565      0.000      0.000      0.000
  566      0.000      0.000      0.000
  567      0.000      0.000      0.000
  568      0.000      0.000      0.000
  569      0.000      0.000      0.000
  570      0.000      0.000      0.000
  571      0.000      0.000      0.000
  572      0.000      0.000      0.000
  573      0.000      0.000      0.000
  574      0.000      0.000      0.000
  575      0.000      0.000      0.000
  576      0.000      0.000      0.000
  577      0.000      0.000      0.000
  578      0.000      0.000      0.000
  579      0.000      0.000      0.000
  580      0.000      0.000      0.000
  581      0.000      0.000      0.000
  582      0.000      0.000      0.000
  583      0.000      0.000      0.000
  584      0.000      0.000      0.000
  585      0.000      0.000      0.000
  586      0.000      0.000      0.000
  587      0.000      0.000      0.000
  588      0.000      0.000      0.000
  589      0.000      0.000      0.000
  590      0.000      0.000      0.000
  591      0.000      0.000      0.000
  592      0.000      0.000      0.000
  593      0.000      0.000      0.000
  594      0.000      0.000      0.000
  595      0.000      0.000      0.000
  596      0.000      0.000      0.000
  597      0.000      0.000      0.000
  598      0.000      0.000      0.000
  599      0.000      0.000      0.000
  600      0.000      0.000      0.000
  601      0.000      0.000      0.000
  602      0.000      0.000      0.000
  603      0.000      0.000      0.000
  604      0.000      0.000      0.000
  605      0.000      0.000      0.000
  606      0.000      0.000      0.000
  607      0.000      0.000      0.000
  608      0.000      0.000      0.000
  609      0.000      0.000      0.000
  610      0.000      0.000      0.000
  611      0.000      0.000      0.000
  612      0.000      0.000      0.000
  613      0.000      0.000      0.000
  614      0.000      0.000      0.000
  615      0.000      0.000      0.000
  616      0.000      0.000      0.000
  617      0.000      0.000      0.000
  618      0.000      0.000      0.000
  619      0.000      0.000      0.000
  620      0.000      0.000      0.000
  621      0.000      0.000      0.000
  622      0.000      0.000      0.000
  623      0.000      0.000      0.000
  624      0.000      0.000      0.000
  625      0.000      0.000      0.000
  626      0.000      0.000      0.000
  627      0.000      0.000      0.000
  628      0.000      0.000      0.000
  629      0.000      0.000      0.000
  630      0.000      0.000      0.000
  631      0.000      0.000      0.000
