

  6      3     1973


      -0.019    20.956     9.836    -1.000    13.000     6.000
      -0.056    20.956     9.840    -2.000    12.000     5.000
      -0.112    20.956     9.847    -3.000    11.000     4.000
      -0.275    20.956     9.864    -4.000    10.000     3.000
      -0.600    20.956     9.886
      -0.975    20.956     9.891
      -1.300    20.956     9.882
      -1.600    20.956     9.863
      -1.900    20.956     9.838
      -2.200    20.956     9.808
      -2.500    20.956     9.775
      -2.800    20.956     9.739
      -3.100    20.956     9.704
      -3.400    20.956     9.669
      -3.700    20.956     9.635
      -4.275    20.956     9.572


  6     10     1973


      -0.019    26.604     8.819    -1.000    12.000     7.000
      -0.056    26.604     8.824    -2.000    11.000     6.000
      -0.112    26.604     8.832    -3.000    10.000     5.000
      -0.275    26.604     8.852    -4.000     9.000     4.000
      -0.600    26.604     8.882
      -0.975    26.604     8.893
      -1.300    26.604     8.884
      -1.600    26.604     8.864
      -1.900    26.604     8.832
      -2.200    26.604     8.791
      -2.500    26.604     8.741
      -2.800    26.604     8.682
      -3.100    26.604     8.619
      -3.400    26.604     8.554
      -3.700    26.604     8.492
      -4.275    26.604     8.376
