  1   2   2629.8      0.0 0.03573 0.00000 0.00000 0.00000 0.081 0.001
  1   3   1691.5     58.6 0.02219 0.00000 0.00000 0.00000 0.103 0.005
  1   4   2064.3     82.7 0.02692 0.00000 0.00000 0.00000 0.130 0.005
  1   5   2894.7     98.7 0.03799 0.00000 0.00000 0.00000 0.168 0.005
  1   6   4047.4    110.9 0.05349 0.00000 0.00000 0.00000 0.222 0.005
  1   7   3049.4    131.5 0.03965 0.00000 0.00000 0.00000 0.261 0.005
  1   8   1886.4    143.9 0.02368 0.00000 0.00000 0.00000 0.285 0.005
  1   9    107.7    135.5 -.00038 0.00000 0.00000 0.00000 0.285 0.005
  1  10    268.9    141.1 0.00174 0.00000 0.00000 0.00000 0.286 0.005
  1  11    -82.1    143.9 -.00307 -.01065 0.00000 0.00000 0.273 0.000
  1  12   1307.0    318.6 0.01343 0.00000 0.00000 0.00000 0.286 0.000
  1  13   1605.4    264.0 0.01823 0.00000 0.00000 0.00000 0.304 0.000
  1  14   1304.2    225.0 0.01466 0.00000 0.00000 0.00000 0.319 0.000
  1  15    922.9    272.2 0.00884 0.00000 0.00000 0.00000 0.328 0.000
  1  16    420.2    291.3 0.00175 0.00000 0.00000 0.00000 0.329 0.000
  1  17     89.3    240.1 -.00205 0.00000 0.00000 0.00000 0.327 0.000
  1  18    320.6    293.9 0.00036 0.00000 0.00000 0.00000 0.328 0.002
  1  19    585.9    170.8 0.00564 0.00000 0.00000 0.00000 0.333 0.002
  1  20    450.6    167.0 0.00385 0.00000 0.00000 0.00000 0.337 0.003
  1  21    484.2    146.9 0.00458 0.00000 0.00000 0.00000 0.342 0.008
  1  22   1458.8    145.3 0.01785 0.00000 0.00000 0.00000 0.360 0.008
  1  23   1449.3    155.2 0.01758 0.00000 0.00000 0.00000 0.377 0.008
  1  24    280.2    158.6 0.00165 0.00000 0.00000 0.00000 0.379 0.036
  1  25    739.6    133.8 0.00823 0.00000 0.00000 0.00000 0.387 0.037
  1  26   1515.7    129.3 0.01884 0.00000 0.00000 0.00000 0.406 0.037
  1  27   1345.3    132.6 0.01648 0.00000 0.00000 0.00000 0.422 0.037
  1  28    934.3    128.7 0.01095 0.00000 0.00000 0.00000 0.433 0.038
  1  29    911.7    123.6 0.01071 0.00000 0.00000 0.00000 0.444 0.038
  1  30    766.1    127.2 0.00868 0.00000 0.00000 0.00000 0.453 0.038
  1  31    695.2    126.1 0.00773 0.00000 0.00000 0.00000 0.461 0.044
  2   1    355.9    121.4 0.00319 0.00000 0.00000 0.00000 0.464 0.053
  2   2    206.2    117.5 0.00121 0.00000 0.00000 0.00000 0.465 0.053
  2   3    180.9    116.9 0.00087 0.00000 0.00000 0.00000 0.466 0.053
  2   4    152.4    116.5 0.00049 0.00000 0.00000 0.00000 0.466 0.053
  2   5    213.7    116.8 0.00132 0.00000 0.00000 0.00000 0.468 0.053
  2   6    282.3    115.8 0.00226 0.00000 0.00000 0.00000 0.470 0.053
  2   7    304.8    116.1 0.00256 0.00000 0.00000 0.00000 0.472 0.055
