  SIMULATION    T     INPUT FILE OPENED:PGAAUGU61.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU61.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU62.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU62.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU63.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU63.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU64.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU64.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU65.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU65.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU66.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU66.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU67.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU67.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU68.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU68.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU69.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU69.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU70.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU70.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU71.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU71.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU72.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU72.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU73.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU73.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU74.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU74.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU75.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU75.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU76.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU76.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU77.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU77.DOX   
  SIMULATION    T     INPUT FILE OPENED:PGAAUGU78.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PGAAUGU78.DOX   
