

  6      3     1980


      -0.015    21.782    14.462     0.000    21.000     4.600
      -0.050    21.782    14.474    -1.000    21.000     4.600
      -0.097    21.782    14.487    -2.000    21.000     4.600
      -0.150    21.782    14.498    -3.000    20.500     4.600
      -0.200    21.782    14.504
      -0.287    21.782    14.508
      -0.412    21.782    14.494
      -0.612    21.782    14.446
      -1.000    21.782    14.310
      -1.500    20.462    10.899
      -2.000    20.154     9.002
      -2.500    20.001     8.128
      -3.000    19.955     7.289
      -3.500    19.955     6.486
      -3.975    19.955     5.506
      -4.450    19.955     4.618


  7      7     1980


      -0.015    27.466    10.715     0.000    23.500    16.800
      -0.050    27.466    10.725    -1.000    23.000    12.800
      -0.097    27.466    10.735    -2.000    22.000    12.200
      -0.150    27.466    10.742    -3.000    22.000    12.000
      -0.200    27.466    10.744
      -0.287    27.466    10.741
      -0.412    27.466    10.720
      -0.612    27.466    10.668
      -1.000    27.466    10.555
      -1.500    27.466    10.487
      -2.000    24.898     8.112
      -2.500    24.601     6.746
      -3.000    24.448     5.624
      -3.500    24.355     4.301
      -3.975    24.249     2.363
      -4.450    23.996     0.353


  8      6     1980


      -0.015    25.109    10.356     0.000    24.000    11.600
      -0.050    25.109    10.362    -1.000    24.000    11.200
      -0.097    25.109    10.367    -2.000    23.500     9.600
      -0.150    25.109    10.365    -3.000    23.500     8.200
      -0.200    25.109    10.359
      -0.287    25.109    10.341
      -0.412    25.109    10.300
      -0.612    25.109    10.226
      -1.000    25.109    10.102
      -1.500    25.109     9.956
      -2.000    25.109     9.826
      -2.500    25.109     9.713
      -3.000    25.109     9.617
      -3.500    25.109     9.542
      -3.975    24.268     6.049
      -4.450    24.268     2.234


  9      5     1980


      -0.015    21.845    12.672     0.000    20.500     9.500
      -0.050    21.845    12.679    -1.000    20.500     9.500
      -0.097    21.845    12.681    -2.000    20.500     9.000
      -0.150    21.845    12.674    -3.000    20.500     8.600
      -0.200    21.845    12.660
      -0.287    21.845    12.626
      -0.412    21.845    12.555
      -0.612    21.845    12.434
      -1.000    21.845    12.254
      -1.500    21.845    12.098
      -2.000    21.359     9.924
      -2.500    21.323     8.358
      -3.000    21.323     7.551
      -3.500    21.323     6.630
      -3.975    21.323     5.535
      -4.450    21.323     4.563


  5      7     1981


      -0.015    15.267    11.462     0.000    15.000     9.600
      -0.050    15.267    11.466    -1.000    14.500     9.600
      -0.097    15.267    11.471    -2.000    14.500     9.500
      -0.150    15.267    11.476    -3.000    14.500     9.500
      -0.200    15.267    11.480
      -0.287    15.267    11.487
      -0.412    15.267    11.495
      -0.612    15.267    11.504
      -1.000    15.267    11.505
      -1.500    15.267    11.473
      -2.000    15.267    11.414
      -2.500    15.267    11.336
      -3.000    15.267    11.251
      -3.500    15.267    11.167
      -3.975    15.267    11.093
      -4.450    15.267    11.038


  6      5     1981


      -0.015    21.291     8.060     0.000    21.500     8.300
      -0.050    21.291     8.058    -1.000    21.500     7.900
      -0.097    21.291     8.055    -2.000    21.000     7.600
      -0.150    21.291     8.051    -3.000    20.000     6.600
      -0.200    21.291     8.048
      -0.287    21.291     8.041
      -0.412    21.291     8.031
      -0.612    21.291     8.012
      -1.000    21.291     7.968
      -1.500    21.291     7.893
      -2.000    21.291     7.799
      -2.500    21.291     7.689
      -3.000    21.291     7.571
      -3.500    21.291     7.459
      -3.975    21.291     7.360
      -4.450    21.291     7.290


  7      7     1981


      -0.015    27.041     7.070     0.000    27.000    11.300
      -0.050    27.041     7.066    -1.000    27.000    11.100
      -0.097    27.041     7.061    -2.000    27.000    10.900
      -0.150    27.041     7.056    -3.000    26.500    10.600
      -0.200    27.041     7.050
      -0.287    27.041     7.039
      -0.412    27.041     7.021
      -0.612    27.041     6.989
      -1.000    27.041     6.913
      -1.500    27.041     6.779
      -2.000    27.041     6.612
      -2.500    27.041     6.429
      -3.000    27.041     6.258
      -3.500    27.041     6.128
      -3.975    27.041     6.043
      -4.450    27.041     5.990


  8      3     1981


      -0.015    24.065     8.850     0.000    24.000     7.300
      -0.050    24.065     8.852    -1.000    24.000     6.900
      -0.097    24.065     8.855    -2.000    24.000     6.800
      -0.150    24.065     8.858    -3.000    24.000     6.600
      -0.200    24.065     8.860
      -0.287    24.065     8.863
      -0.412    24.065     8.864
      -0.612    24.065     8.863
      -1.000    24.065     8.843
      -1.500    24.065     8.785
      -2.000    24.065     8.704
      -2.500    24.065     8.627
      -3.000    22.488     4.749
      -3.500    22.392     0.893
      -3.975    22.359     0.000
      -4.450    22.346     0.000


  9      2     1981


      -0.015    20.303     8.822     0.000    20.500    10.400
      -0.050    20.303     8.822    -1.000    20.000     9.200
      -0.097    20.303     8.822    -2.000    20.000     8.800
      -0.150    20.303     8.821    -3.000    20.000     8.200
      -0.200    20.303     8.820
      -0.287    20.303     8.817
      -0.412    20.303     8.811
      -0.612    20.303     8.796
      -1.000    20.303     8.753
      -1.500    20.303     8.663
      -2.000    20.303     8.553
      -2.500    20.303     8.434
      -3.000    20.303     8.320
      -3.500    20.303     8.217
      -3.975    20.303     8.130
      -4.450    20.303     8.070


  5     21     1984


      -0.015    17.979    10.773     0.000    19.000     9.600
      -0.050    17.979    10.778    -1.000    19.000     9.600
      -0.097    17.979    10.785    -2.000    19.000     9.600
      -0.150    17.979    10.792    -3.000    19.000     9.600
      -0.200    17.979    10.798
      -0.287    17.979    10.806
      -0.412    17.979    10.814
      -0.612    17.979    10.819
      -1.000    17.979    10.801
      -1.500    17.979    10.723
      -2.000    17.979    10.606
      -2.500    17.979    10.459
      -3.000    17.979    10.312
      -3.500    17.979    10.182
      -3.975    17.979    10.074
      -4.450    17.979    10.000


  6     22     1984


      -0.015    22.965     9.148     0.000    24.000     7.400
      -0.050    22.965     9.151    -1.000    24.000     6.200
      -0.097    22.965     9.153    -2.000    23.000     5.400
      -0.150    22.965     9.155    -3.000    23.000     3.900
      -0.200    22.965     9.156
      -0.287    22.965     9.156
      -0.412    22.965     9.151
      -0.612    22.965     9.135
      -1.000    22.965     9.076
      -1.500    22.965     8.956
      -2.000    22.965     8.817
      -2.500    22.965     8.682
      -3.000    22.965     8.563
      -3.500    22.965     8.464
      -3.975    22.965     8.380
      -4.450    22.965     8.319


  7     26     1984


      -0.015    24.222     9.222     0.000    25.000     7.000
      -0.050    24.222     9.226    -1.000    25.000     6.800
      -0.097    24.222     9.230    -2.000    24.500     4.200
      -0.150    24.222     9.234    -3.000    24.000     3.800
      -0.200    24.222     9.236
      -0.287    24.222     9.237
      -0.412    24.222     9.233
      -0.612    24.222     9.215
      -1.000    24.222     9.144
      -1.500    24.222     9.007
      -2.000    24.222     8.864
      -2.500    24.222     8.740
      -3.000    24.222     8.632
      -3.500    24.222     8.539
      -3.975    24.222     8.461
      -4.450    24.222     8.405


  8     27     1984


      -0.015    25.359    11.228     0.000    22.000     8.400
      -0.050    25.359    11.238    -1.000    22.000     7.400
      -0.097    25.359    11.250    -2.000    21.500     6.200
      -0.150    25.359    11.261    -3.000    21.500     5.700
      -0.200    25.359    11.271
      -0.287    25.359    11.285
      -0.412    25.359    11.296
      -0.612    25.359    11.302
      -1.000    25.359    11.280
      -1.500    22.857     8.837
      -2.000    22.268     7.089
      -2.500    21.949     6.842
      -3.000    21.784     6.060
      -3.500    21.702     5.001
      -3.975    21.660     3.758
      -4.450    21.639     2.696


  9     24     1984


      -0.015    15.186     9.801     0.000    14.000     8.600
      -0.050    15.186     9.800    -1.000    14.000     8.600
      -0.097    15.186     9.800    -2.000    14.000     8.200
      -0.150    15.186     9.799    -3.000    14.000     7.800
      -0.200    15.186     9.797
      -0.287    15.186     9.793
      -0.412    15.186     9.784
      -0.612    15.186     9.766
      -1.000    15.186     9.718
      -1.500    15.186     9.641
      -2.000    15.186     9.568
      -2.500    15.186     9.506
      -3.000    15.186     9.452
      -3.500    15.186     9.406
      -3.975    15.186     9.367
      -4.450    15.186     9.339


  4     16     1990


      -0.015     6.760    14.979     0.000     7.600    11.700
      -0.050     6.760    14.989    -1.000     7.700    11.600
      -0.097     6.760    15.000    -2.000     7.700    11.600
      -0.150     6.760    15.013
      -0.200     6.760    15.024
      -0.287     6.760    15.042
      -0.412     6.760    15.064
      -0.612     6.760    15.094
      -1.000     6.760    15.129
      -1.500     6.760    15.145
      -2.000     6.760    15.149
      -2.500     6.760    15.148
      -3.000     6.760    15.144
      -3.500     6.760    15.136
      -3.975     6.760    15.126
      -4.450     6.760    15.118


  5      1     1990


      -0.015    10.100    12.170     0.000    11.600     9.800
      -0.050    10.100    12.173    -1.000    11.600     9.700
      -0.097    10.100    12.177    -2.000    11.600     9.600
      -0.150    10.100    12.181    -3.000    11.800     6.900
      -0.200    10.100    12.184
