  1   3   3930.7      0.0 0.05341 0.00000 0.00000 0.00000 0.105 0.000
  1   4    294.9    293.2 0.00002 0.00000 0.00000 0.00000 0.105 0.000
  1   5   -427.5    259.1 -.00933 -.00175 0.00000 0.00000 0.094 0.000
  1   6  -2342.1    340.8 -.03645 -.00198 0.00000 0.00000 0.056 0.000
  1   7   -929.2    357.3 -.01748 -.00151 -.00002 0.00000 0.037 0.000
  1   8   2519.0    362.0 0.02931 0.00000 0.00000 0.00000 0.066 0.000
  1   9   -297.8    438.0 -.01000 -.00190 0.00000 0.00000 0.054 0.000
  1  10  -1906.0    494.9 -.03262 -.00265 0.00000 0.00000 0.019 0.000
  1  11  -1828.9    562.9 -.03250 0.00000 0.00000 0.00000 0.000 0.000
  1  12  -1532.5      0.0 -.02082 0.00000 0.00000 0.00000 0.000 0.000
  1  13  -2720.9      0.0 -.03697 0.00000 0.00000 0.00000 0.000 0.000
  1  14    124.8      0.0 0.00170 0.00000 0.00000 0.00000 0.002 0.000
  1  15   -151.2    892.4 -.01418 0.00000 0.00000 0.00000 0.000 0.000
  1  16  -4776.5      0.0 -.06490 0.00000 0.00000 0.00000 0.000 0.000
  1  17  -6454.0      0.0 -.08769 0.00000 0.00000 0.00000 0.000 0.000
  1  18   2249.1      0.0 0.03056 0.00000 0.00000 0.00000 0.031 0.000
  1  19   2526.1   1038.8 0.02021 0.00000 0.00000 0.00000 0.051 0.001
  1  20   4182.0    433.5 0.05093 0.00000 0.00000 0.00000 0.102 0.002
  1  21   4027.3    349.3 0.04997 0.00000 0.00000 0.00000 0.152 0.002
  1  22   3113.5    325.0 0.03789 0.00000 0.00000 0.00000 0.190 0.002
  1  23   2855.2    328.7 0.03433 0.00000 0.00000 0.00000 0.224 0.002
  1  24   3442.4    328.2 0.04231 0.00000 0.00000 0.00000 0.266 0.002
  1  25   1488.9    333.6 0.01570 0.00000 0.00000 0.00000 0.282 0.002
  1  26   1492.9    304.1 0.01615 0.00000 0.00000 0.00000 0.298 0.002
  1  27   1435.2    334.4 0.01496 0.00000 0.00000 0.00000 0.313 0.002
  1  28    958.8    320.7 0.00867 0.00000 0.00000 0.00000 0.322 0.002
  1  29   1308.7    283.3 0.01393 0.00000 0.00000 0.00000 0.336 0.002
  1  30   1087.1    307.4 0.01059 0.00000 0.00000 0.00000 0.346 0.002
  1  31    724.5    291.7 0.00588 0.00000 0.00000 0.00000 0.352 0.007
  2   1   1004.4    271.2 0.00996 0.00000 0.00000 0.00000 0.362 0.007
  2   2    786.7    279.2 0.00690 0.00000 0.00000 0.00000 0.369 0.007
  2   3    742.1    280.7 0.00627 0.00000 0.00000 0.00000 0.375 0.007
  2   4    263.9    298.2 -.00047 0.00000 0.00000 0.00000 0.375 0.007
  2   5    -69.0    304.0 -.00507 -.00996 0.00000 0.00000 0.360 0.000
  2   6    -96.6    428.2 -.00713 -.00953 0.00000 0.00000 0.343 0.000
  2   7   -439.3    571.4 -.01373 -.00969 0.00000 0.00000 0.320 0.000
  2   8   -840.0    627.8 -.01994 -.00884 0.00000 0.00000 0.291 0.000
  2   9   -790.2    645.9 -.01951 -.00923 0.00000 0.00000 0.262 0.000
  2  10   -470.6    707.5 -.01601 -.00486 -.00001 0.00000 0.241 0.000
  2  11   -881.7    570.1 -.01973 -.00471 -.00020 0.00000 0.217 0.000
  2  12   -918.3    563.7 -.02014 -.00524 0.00000 0.00000 0.191 0.000
  2  13  -1298.1    610.3 -.02593 -.00483 -.00012 0.00000 0.160 0.000
  2  14   -482.8    626.4 -.01507 -.00599 0.00000 0.00000 0.139 0.000
  2  15   -421.8    741.5 -.01581 -.00388 -.00006 0.00000 0.120 0.000
  2  16  -1171.0    650.1 -.02474 -.00440 0.00000 0.00000 0.090 0.000
  2  17      1.5    714.3 -.00968 0.00000 0.00000 0.00000 0.081 0.000
  2  18    898.7    778.2 0.00164 0.00000 0.00000 0.00000 0.082 0.011
  2  19   1173.1    426.1 0.01015 0.00000 0.00000 0.00000 0.092 0.011
  2  20    311.3    396.0 -.00115 0.00000 0.00000 0.00000 0.091 0.011
  2  21  -2924.3    379.4 -.04489 -.01031 0.00000 0.00000 0.036 0.000
  2  22  -4369.3    909.7 -.07173 0.00000 0.00000 0.00000 0.000 0.000
  2  23  -1878.8      0.0 -.02553 0.00000 0.00000 0.00000 0.000 0.000
  2  24   -400.7      0.0 -.00544 0.00000 0.00000 0.00000 0.000 0.000
  2  25    551.3      0.0 0.00749 0.00000 0.00000 0.00000 0.007 0.000
  2  26  -2423.8   1477.0 -.05300 0.00000 0.00000 0.00000 0.000 0.000
  2  27  -2028.0      0.0 -.02755 0.00000 0.00000 0.00000 0.000 0.000
  2  28  -4882.5      0.0 -.06634 0.00000 0.00000 0.00000 0.000 0.000
  3   1  -2597.6      0.0 -.03529 0.00000 0.00000 0.00000 0.000 0.000
  3   2  -4867.4      0.0 -.06613 0.00000 0.00000 0.00000 0.000 0.000
  3   3   -806.4      0.0 -.01096 0.00000 0.00000 0.00000 0.000 0.000
  3   4   1127.8      0.0 0.01532 0.00000 0.00000 0.00000 0.015 0.000
  3   5    388.0   1250.6 -.01172 0.00000 0.00000 0.00000 0.004 0.001
  3   6    -41.3    507.5 -.00746 0.00000 0.00000 0.00000 0.000 0.000
  3   7    455.4      0.0 0.00619 0.00000 0.00000 0.00000 0.006 0.000
  3   8  -1009.2   1557.9 -.03488 0.00000 0.00000 0.00000 0.000 0.000
  3   9  -1505.6      0.0 -.02046 0.00000 0.00000 0.00000 0.000 0.000
  3  10   -215.9      0.0 -.00293 0.00000 0.00000 0.00000 0.000 0.000
  3  11   -683.7      0.0 -.00929 0.00000 0.00000 0.00000 0.000 0.000
  3  12    756.6      0.0 0.01028 0.00000 0.00000 0.00000 0.010 0.000
  3  13   -385.9   1489.7 -.02548 0.00000 0.00000 0.00000 0.000 0.000
  3  14  -2083.3      0.0 -.02831 0.00000 0.00000 0.00000 0.000 0.000
  3  15   -402.9      0.0 -.00547 0.00000 0.00000 0.00000 0.000 0.000
  3  16    299.6      0.0 0.00407 0.00000 0.00000 0.00000 0.004 0.000
  3  17   -778.8   1607.9 -.03243 0.00000 0.00000 0.00000 0.000 0.000
  3  18  -1427.6      0.0 -.01940 0.00000 0.00000 0.00000 0.000 0.000
  3  19   -873.0      0.0 -.01186 0.00000 0.00000 0.00000 0.000 0.000
  3  20  -1320.1      0.0 -.01794 0.00000 0.00000 0.00000 0.000 0.000
  3  21  -2255.1      0.0 -.03064 0.00000 0.00000 0.00000 0.000 0.000
  3  22  -1137.4      0.0 -.01545 0.00000 0.00000 0.00000 0.000 0.000
  3  23  -1785.6      0.0 -.02426 0.00000 0.00000 0.00000 0.000 0.000
  3  24  -2004.8      0.0 -.02724 0.00000 0.00000 0.00000 0.000 0.000
  3  25  -3759.6      0.0 -.05108 0.00000 0.00000 0.00000 0.000 0.000
  3  26  -4861.3      0.0 -.06605 0.00000 0.00000 0.00000 0.000 0.000
  3  27  -4416.4      0.0 -.06001 0.00000 0.00000 0.00000 0.000 0.000
  3  28    391.4      0.0 0.00532 0.00000 0.00000 0.00000 0.005 0.000
  3  29    301.7   2035.5 -.02356 0.00000 0.00000 0.00000 0.000 0.000
  3  30  -2673.0      0.0 -.03632 0.00000 0.00000 0.00000 0.000 0.000
  3  31  -1366.0      0.0 -.01856 0.00000 0.00000 0.00000 0.000 0.000
  4   1   1033.0      0.0 0.01403 0.00000 0.00000 0.00000 0.014 0.000
  4   2   -735.4   1878.6 -.03552 0.00000 0.00000 0.00000 0.000 0.000
  4   3  -2142.9      0.0 -.02912 0.00000 0.00000 0.00000 0.000 0.000
  4   4  -2755.9      0.0 -.03744 0.00000 0.00000 0.00000 0.000 0.000
  4   5  -2403.8      0.0 -.03266 0.00000 0.00000 0.00000 0.000 0.000
  4   6  -3084.5      0.0 -.04191 0.00000 0.00000 0.00000 0.000 0.000
  4   7  -2011.0      0.0 -.02732 0.00000 0.00000 0.00000 0.000 0.000
  4   8  -2553.0      0.0 -.03469 0.00000 0.00000 0.00000 0.000 0.000
  4   9  -2753.8      0.0 -.03742 0.00000 0.00000 0.00000 0.000 0.000
  4  10  -3046.1      0.0 -.04139 0.00000 0.00000 0.00000 0.000 0.000
  4  11  -3207.9      0.0 -.04359 0.00000 0.00000 0.00000 0.000 0.000
  4  12  -3100.2      0.0 -.04212 0.00000 0.00000 0.00000 0.000 0.000
  4  13  -1827.3      0.0 -.02483 0.00000 0.00000 0.00000 0.000 0.000
  4  14  -5073.4      0.0 -.06893 0.00000 0.00000 0.00000 0.000 0.000
  4  15  -2953.7      0.0 -.04013 0.00000 0.00000 0.00000 0.000 0.000
 11   9     -3.5    268.7 -.00370 -.00253 0.00000 0.00000 0.020 0.000
 11  10  -1158.7    561.7 -.02337 0.00000 0.00000 0.00000 0.000 0.000
 11  11  -4032.7      0.0 -.05479 0.00000 0.00000 0.00000 0.000 0.000
 11  12  -3514.1      0.0 -.04775 0.00000 0.00000 0.00000 0.000 0.000
 11  13   -319.4      0.0 -.00434 0.00000 0.00000 0.00000 0.000 0.000
 11  14   -809.1      0.0 -.01099 0.00000 0.00000 0.00000 0.000 0.000
 11  15  -1316.1      0.0 -.01788 0.00000 0.00000 0.00000 0.000 0.000
 11  16   -683.2      0.0 -.00928 0.00000 0.00000 0.00000 0.000 0.000
 11  17    380.0      0.0 0.00516 0.00000 0.00000 0.00000 0.005 0.000
 11  18    385.5    380.6 0.00007 0.00000 0.00000 0.00000 0.005 0.000
 11  19    459.2    471.7 -.00017 0.00000 0.00000 0.00000 0.005 0.000
 11  20    152.6    460.0 -.00418 0.00000 0.00000 0.00000 0.001 0.000
 11  21   -534.3    339.7 -.01188 0.00000 0.00000 0.00000 0.000 0.000
 11  22   -439.2      0.0 -.00597 0.00000 0.00000 0.00000 0.000 0.000
 11  23   -568.7      0.0 -.00773 0.00000 0.00000 0.00000 0.000 0.000
 11  24     99.4      0.0 0.00135 0.00000 0.00000 0.00000 0.001 0.000
 11  25   -724.8    388.2 -.01512 0.00000 0.00000 0.00000 0.000 0.000
 11  26   -486.6      0.0 -.00661 0.00000 0.00000 0.00000 0.000 0.000
 11  27    813.8      0.0 0.01106 0.00000 0.00000 0.00000 0.011 0.000
 11  28    415.3    442.0 -.00036 0.00000 0.00000 0.00000 0.011 0.000
 11  29    -90.9    272.7 -.00494 -.00074 0.00000 0.00000 0.005 0.000
 11  30   -864.4    274.7 -.01548 0.00000 0.00000 0.00000 0.000 0.000
 12   1   -997.0      0.0 -.01355 0.00000 0.00000 0.00000 0.000 0.000
 12   2   -607.5      0.0 -.00825 0.00000 0.00000 0.00000 0.000 0.000
 12   3  -2135.0      0.0 -.02901 0.00000 0.00000 0.00000 0.000 0.000
 12   4   -917.3      0.0 -.01246 0.00000 0.00000 0.00000 0.000 0.000
 12   5    582.2      0.0 0.00791 0.00000 0.00000 0.00000 0.008 0.000
 12   6    165.5      0.0 0.00225 0.00000 0.00000 0.00000 0.002 0.000
 12   7   3958.6    239.0 0.05054 0.00000 0.00000 0.00000 0.053 0.000
 12   8   1130.5    291.3 0.01140 0.00000 0.00000 0.00000 0.064 0.000
 12   9    215.9    354.8 -.00189 0.00000 0.00000 0.00000 0.087 0.001
 12  10   2460.8    170.5 0.03112 0.00000 0.00000 0.00000 0.119 0.003
 12  11   1879.5    158.4 0.02338 0.00000 0.00000 0.00000 0.142 0.003
 12  12   2213.1    164.9 0.02783 0.00000 0.00000 0.00000 0.170 0.008
 12  13   1877.2    137.4 0.02364 0.00000 0.00000 0.00000 0.193 0.008
 12  14   1780.4    146.1 0.02221 0.00000 0.00000 0.00000 0.216 0.009
 12  15   1384.5    142.4 0.01688 0.00000 0.00000 0.00000 0.233 0.009
 12  16    508.9    138.2 0.00504 0.00000 0.00000 0.00000 0.238 0.009
 12  17    126.5    149.1 -.00031 0.00000 0.00000 0.00000 0.237 0.014
 12  18     40.0    127.8 -.00119 0.00000 0.00000 0.00000 0.236 0.014
 12  19      5.3    130.3 -.00170 0.00000 0.00000 0.00000 0.234 0.016
 12  20    302.4    129.8 0.00234 0.00000 0.00000 0.00000 0.237 0.016
 12  21    261.9    126.4 0.00184 0.00000 0.00000 0.00000 0.239 0.016
 12  22     25.0    130.8 -.00144 0.00000 0.00000 0.00000 0.237 0.016
 12  23    148.5    133.2 0.00021 0.00000 0.00000 0.00000 0.237 0.018
 12  24    197.7    130.0 0.00092 0.00000 0.00000 0.00000 0.238 0.018
 12  25    347.9    138.1 0.00285 0.00000 0.00000 0.00000 0.241 0.018
 12  26    911.8    135.2 0.01055 0.00000 0.00000 0.00000 0.252 0.018
 12  27   1678.7    145.4 0.02083 0.00000 0.00000 0.00000 0.272 0.018
 12  28   1272.5    150.6 0.01524 0.00000 0.00000 0.00000 0.288 0.018
 12  29   1134.1    138.0 0.01353 0.00000 0.00000 0.00000 0.301 0.018
 12  30    492.1    143.8 0.00473 0.00000 0.00000 0.00000 0.306 0.018
 12  31    531.6    140.3 0.00532 0.00000 0.00000 0.00000 0.311 0.018
