

  6     11     1980


      -0.015    25.860     8.315     0.000    20.000     9.200
      -0.050    25.860     8.316    -1.000    20.000     9.200
      -0.110    25.860     8.317    -2.000    20.000     9.200
      -0.250    25.860     8.321    -3.000    20.000     9.200
      -0.550    25.860     8.327    -4.000    20.000     9.200
      -1.000    25.860     8.331    -5.000    20.000     9.200
      -1.500    25.216     8.169    -6.000    14.500     0.100
      -2.000    23.540     7.285
      -2.500    22.088     5.775
      -3.000    19.507     2.297
      -3.500    16.943     0.566
      -4.000    15.271     0.114
      -4.500    14.210     0.163
      -5.000    13.528     0.165
      -5.500    13.108     0.163
      -6.000    12.873     0.162
      -6.500    12.736     0.160
      -7.000    12.627     0.158
      -7.500    12.533     0.157
      -8.000    12.450     0.155
      -8.500    12.372     0.153
      -9.000    12.289     0.151
      -9.500    12.202     0.149
     -10.000    12.119     0.147
     -10.500    12.039     0.145
     -11.000    11.957     0.143
     -11.500    11.861     0.141
     -12.062    11.701     0.139
     -12.687    11.386     0.136
     -13.400    10.787     0.133
     -14.200    10.466     0.132


  7      9     1980


      -0.015    32.941     7.510     0.000    25.200    10.200
      -0.050    32.941     7.511    -1.000    25.200    10.200
      -0.110    32.941     7.513    -2.000    25.000    10.200
      -0.250    32.941     7.516    -3.000    24.500     8.600
      -0.550    30.893     7.875    -4.000    22.000     5.600
      -1.000    29.224     7.743    -5.000    20.000     0.600
      -1.500    28.095     7.343    -6.000    17.500     0.300
      -2.000    27.389     6.607    -7.000    13.500     0.300
      -2.500    24.526     2.781
      -3.000    22.004     0.747
      -3.500    19.807     0.216
      -4.000    17.884     0.147
      -4.500    16.449     0.143
      -5.000    15.484     0.148
      -5.500    14.877     0.152
      -6.000    14.521     0.154
      -6.500    14.304     0.155
      -7.000    14.136     0.156
      -7.500    14.000     0.156
      -8.000    13.885     0.156
      -8.500    13.782     0.155
      -9.000    13.679     0.155
      -9.500    13.576     0.154
     -10.000    13.483     0.153
     -10.500    13.397     0.152
     -11.000    13.311     0.151
     -11.500    13.212     0.150
     -12.062    13.046     0.149
     -12.687    12.719     0.147
     -13.400    12.101     0.145
     -14.200    11.771     0.144


  8      6     1980


      -0.015    30.556     7.997     0.000    23.500    10.200
      -0.050    30.556     7.999    -1.000    23.500     9.800
      -0.110    30.556     8.003    -2.000    23.400    10.400
      -0.250    30.556     8.012    -3.000    23.300    10.200
      -0.550    30.556     8.024    -4.000    23.000    10.000
      -1.000    30.556     8.029    -5.000    22.000     4.400
      -1.500    28.732     7.839    -6.000    15.700     1.100
      -2.000    28.281     7.197    -7.000    13.000     1.000
      -2.500    27.344     5.416
      -3.000    24.838     1.062
      -3.500    22.102     0.101
      -4.000    19.958     0.157
      -4.500    18.390     0.151
      -5.000    17.299     0.148
      -5.500    16.575     0.149
      -6.000    16.123     0.150
      -6.500    15.830     0.151
      -7.000    15.603     0.151
      -7.500    15.419     0.152
      -8.000    15.266     0.152
      -8.500    15.132     0.153
      -9.000    14.999     0.153
      -9.500    14.868     0.153
     -10.000    14.753     0.153
     -10.500    14.649     0.153
     -11.000    14.549     0.153
     -11.500    14.437     0.153
     -12.062    14.252     0.152
     -12.687    13.898     0.152
     -13.400    13.254     0.151
     -14.200    12.911     0.151


  9      5     1980


      -0.015    25.427     8.866     0.000    21.100     7.200
      -0.050    25.427     8.868    -1.000    21.000     7.200
      -0.110    25.427     8.871    -2.000    21.000     7.200
      -0.250    25.427     8.877    -3.000    21.000     6.800
      -0.550    25.427     8.884    -4.000    21.000     6.900
      -1.000    25.427     8.881    -5.000    21.000     6.800
      -1.500    25.292     8.504    -6.000    21.000     6.400
      -2.000    25.003     7.685    -7.000    19.900     0.010
      -2.500    23.961     5.071    -8.000    19.000     0.010
      -3.000    23.022     2.457
      -3.500    22.235     0.707
      -4.000    21.195     0.218
      -4.500    20.050     0.133
      -5.000    19.035     0.130
      -5.500    18.263     0.136
      -6.000    17.736     0.141
      -6.500    17.376     0.143
      -7.000    17.093     0.145
      -7.500    16.864     0.147
      -8.000    16.674     0.148
      -8.500    16.506     0.149
      -9.000    16.340     0.150
      -9.500    16.175     0.151
     -10.000    16.033     0.151
     -10.500    15.907     0.152
