 FldT SimT  DEPTH Ice? MONTH DAY YEAR Tot_Fld_data data_srl Zmix
         100
           1          21
   8.96    5.59    0.00     0    5    20  2008     1   38.00
   8.94    5.59    1.00     0    5    20  2008     2   38.00
   8.93    5.59    2.00     0    5    20  2008     3   38.00
   8.93    5.59    3.00     0    5    20  2008     4   38.00
   8.90    5.59    4.00     0    5    20  2008     5   38.00
   8.90    5.59    5.00     0    5    20  2008     6   38.00
   8.80    5.59    6.00     0    5    20  2008     7   38.00
   8.76    5.59    7.00     0    5    20  2008     8   38.00
   8.77    5.59    8.00     0    5    20  2008     9   38.00
   8.79    5.59    9.00     0    5    20  2008    10   38.00
   8.77    5.59   10.00     0    5    20  2008    11   38.00
   8.74    5.59   12.00     0    5    20  2008    12   38.00
   8.56    5.59   14.00     0    5    20  2008    13   38.00
   8.56    5.59   16.00     0    5    20  2008    14   38.00
   8.40    5.59   18.00     0    5    20  2008    15   38.00
   8.34    5.59   19.00     0    5    20  2008    16   38.00
   7.50    5.59   21.00     0    5    20  2008    17   38.00
   7.30    5.59   22.00     0    5    20  2008    18   38.00
   7.25    5.59   23.00     0    5    20  2008    19   38.00
   7.24    5.59   24.00     0    5    20  2008    20   38.00
   7.24    5.59   24.20     0    5    20  2008    21   38.00
           2          20
   8.27    6.02    0.00     0    5    21  2008     1   21.50
   8.25    6.02    1.00     0    5    21  2008     2   21.50
   8.25    6.02    2.00     0    5    21  2008     3   21.50
   8.25    6.02    3.00     0    5    21  2008     4   21.50
   8.25    6.02    4.00     0    5    21  2008     5   21.50
   8.24    6.02    5.00     0    5    21  2008     6   21.50
   8.22    6.02    6.00     0    5    21  2008     7   21.50
   8.20    6.02    7.00     0    5    21  2008     8   21.50
   8.01    6.02    8.00     0    5    21  2008     9   21.50
   7.96    6.02    9.00     0    5    21  2008    10   21.50
   7.78    6.02   10.00     0    5    21  2008    11   21.50
   7.08    6.02   12.00     0    5    21  2008    12   21.50
   6.84    6.02   14.00     0    5    21  2008    13   21.50
