  SIMULATION    T     INPUT FILE OPENED:PNJNEWA61.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA61.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA62.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA62.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA63.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA63.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA64.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA64.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA65.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA65.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA66.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA66.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA67.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA67.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA68.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA68.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA69.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA69.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA70.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA70.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA71.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA71.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA72.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA72.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA73.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA73.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA74.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA74.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA75.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA75.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA76.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA76.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA77.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA77.DOX   
  SIMULATION    T     INPUT FILE OPENED:PNJNEWA78.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PNJNEWA78.DOX   
