  SIMULATION    T     INPUT FILE OPENED:PMNMINN80.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN80.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN81.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN81.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN82.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN82.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN83.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN83.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN84.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN84.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN85.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN85.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN86.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN86.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN87.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN87.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN88.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN88.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN89.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN89.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN90.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN90.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN91.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN91.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN92.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN92.DOX   
  SIMULATION    T     INPUT FILE OPENED:PMNMINN93.TEP   
  SIMULATION    DO    INPUT FILE OPENED:PMNMINN93.DOX   
